Customer ID,Name,Age,Gender,Email,Phone,City,State,Country,Region,Join Date,Last Purchase,Orders,Average Order Value,Total Revenue,Customer Lifetime Value,Annual Income,Monthly Income,Satisfaction Score,Customer Score,Churn Risk,Segment,Loyalty Level,Favorite Category,Payment Method,Acquisition Channel,Discount Usage (%),Returns,Support Tickets,Website Visits,App Sessions,Wishlist Items,Cart Abandonments,Referral Count,Coupon Used,Premium Member,Newsletter,Days Since Last Purchase
93,Ashley Hernandez,50,Female,melissa71@example.net,9718707286,Chambersport,Washington,India,South,2022-10-30,2026-03-07,75,3390,254250,337265.46,1430094,119174,3.7,100.0,43.0,VIP,Platinum,Groceries,Wallet,Instagram,83,15,9,279,2,6,13,4,No,No,Subscribed,136
94,Andrew Scott,43,Male,reesebeth@example.org,5180170462,Westfurt,Missouri,India,Central,2024-10-09,2026-01-28,25,3469,86725,228813.47,558414,46534,3.5,100.0,45.0,Regular,Silver,Groceries,Cash,Instagram,57,8,19,65,32,6,12,11,Yes,Yes,Not Subscribed,174
95,Christopher Brandt,50,Male,desireebailey@example.org,8230047868,Reedview,Illinois,India,North,2021-11-03,2026-02-17,18,6345,114210,235947.11,2237026,186418,3.8,96.84,44.0,Regular,Silver,Beauty,Cash,Instagram,19,4,10,168,41,25,19,23,No,No,Not Subscribed,154
96,Sharon Hardy,70,Male,johnsondonna@example.net,3311907903,New Jeff,Wyoming,India,East,2023-06-25,2026-06-24,87,1397,121539,455495.95,2698224,224852,3.3,100.0,10.5,Premium,Gold,Fashion,Cash,Facebook,92,0,19,247,67,37,18,7,No,Yes,Subscribed,27
97,Brian Gordon,20,Male,jim95@example.net,3428364408,Williamsstad,Tennessee,India,South,2021-09-23,2025-08-15,57,3069,174933,400391.68,1982080,165173,4.2,100.0,38.0,Premium,Gold,Sports,Net Banking,Google Ads,52,15,1,75,132,13,17,10,No,Yes,Not Subscribed,340
98,Emily Floyd,52,Female,heather62@example.com,2873342708,South John,Indiana,India,Central,2023-08-11,2026-02-18,87,6824,593688,2051727.22,2948233,245686,4.5,100.0,35.0,VIP,Platinum,Fashion,UPI,Referral,33,15,6,131,71,35,9,7,No,No,Not Subscribed,153
99,Mark Miller,40,Female,fboone@example.net,0469901398,Kevintown,Indiana,India,East,2022-04-22,2025-08-19,74,6042,447108,1167978.57,1904789,158732,4.5,100.0,35.0,VIP,Platinum,Sports,UPI,Referral,98,4,9,26,73,5,11,14,Yes,Yes,Not Subscribed,336
100,Sharon Hayden,53,Female,burgesskaren@example.org,6385467854,Owensfort,Wisconsin,India,South,2022-03-27,2025-11-21,79,6569,518951,1414535.51,1266942,105578,2.6,100.0,54.0,VIP,Platinum,Groceries,Credit Card,Referral,67,7,20,124,13,6,13,10,Yes,Yes,Subscribed,242
101,Mary Rocha,44,Female,lawrence09@example.org,0489964235,South Andrea,Utah,India,West,2025-04-09,2026-07-01,26,6692,173992,644845.06,1597074,133089,3.2,100.0,8.0,Premium,Gold,Groceries,Debit Card,Facebook,7,2,20,298,59,34,23,23,Yes,Yes,Not Subscribed,20
102,Matthew Hines,68,Female,plevy@example.net,7252287280,Port Adamberg,South Dakota,India,South,2025-10-27,2026-05-13,112,2871,321552,1118850.55,288869,24072,3.2,100.0,32.5,VIP,Platinum,Home,Cash,Facebook,77,3,10,150,116,34,16,15,Yes,Yes,Not Subscribed,69
103,Jesse Mann,28,Female,robinsonstephen@example.org,7008860084,Drakeburgh,Connecticut,India,East,2025-08-26,2025-12-27,24,615,14760,45980.45,1487421,123951,3.9,89.95,41.0,At Risk,Bronze,Fashion,Wallet,Website,96,6,5,212,109,32,10,2,Yes,No,Not Subscribed,206
104,Samantha Warren,33,Male,jamesfox@example.com,6156793341,Bennettfort,Arkansas,India,East,2023-10-10,2026-05-21,31,4159,128929,407385.64,1632548,136045,3.3,100.0,27.5,Premium,Gold,Fashion,Net Banking,Instagram,92,0,8,189,177,15,1,21,No,No,Subscribed,61
105,Dana Warner,58,Female,porterryan@example.com,8033974014,Port Leonard,Indiana,India,East,2025-01-25,2026-03-31,29,2295,66555,245530.54,2255640,187970,2.9,100.0,51.0,Regular,Silver,Groceries,Debit Card,Referral,95,11,13,286,120,34,25,21,Yes,No,Not Subscribed,112
106,Brenda Goodwin,22,Male,thickman@example.org,9685621850,West Cassiefurt,Wyoming,India,North,2026-04-09,2025-11-12,71,7896,560616,1409537.94,2652084,221007,3.8,100.0,42.0,VIP,Platinum,Sports,Credit Card,Google Ads,21,10,16,231,29,13,22,18,Yes,No,Subscribed,251
107,Mark Walters,50,Female,whenry@example.net,6296194311,Lake Peter,Mississippi,India,West,2024-10-13,2026-01-25,8,5077,40616,97567.09,1542556,128546,4.3,67.12,49.0,Regular,Bronze,Beauty,Wallet,Website,50,8,0,116,148,4,1,13,Yes,Yes,Not Subscribed,177
108,Daniel Smith,20,Female,sean41@example.org,2678886101,Michelletown,Maine,India,West,2022-08-19,2025-10-17,99,1609,159291,508321.79,2959020,246585,4.9,100.0,31.0,Premium,Gold,Groceries,Debit Card,Referral,47,12,14,198,96,5,21,21,No,Yes,Subscribed,277
109,Robert Maxwell,52,Female,ashleyjackson@example.com,2444721264,West Johnathanbury,Washington,India,Central,2022-05-03,2026-05-02,94,2324,218456,736313.85,345358,28779,4.9,100.0,21.0,Premium,Gold,Books,UPI,Mobile App,59,13,17,199,58,15,14,11,Yes,Yes,Not Subscribed,80
110,Colleen Wheeler,57,Male,stephentaylor@example.org,5965756924,Edwardsfurt,Massachusetts,India,South,2022-10-12,2026-03-31,9,1326,11934,32749.94,2122509,176875,4.0,60.39,51.0,At Risk,Bronze,Beauty,Credit Card,Mobile App,90,1,7,27,102,28,7,17,No,Yes,Not Subscribed,112
111,Kelly Neal,54,Female,yfaulkner@example.org,6465193982,South Lauren,Vermont,India,South,2023-04-26,2025-12-14,113,1673,189049,711355.18,2436285,203023,3.1,100.0,49.0,Premium,Gold,Electronics,Cash,Facebook,38,8,1,290,151,11,20,21,No,No,Not Subscribed,219
112,Chad Abbott,62,Female,ichambers@example.net,3426617979,Stephensstad,Vermont,India,West,2022-06-17,2025-10-08,39,3583,139737,234490.61,2506234,208852,3.7,100.0,43.0,Premium,Gold,Sports,Cash,Mobile App,28,9,4,242,14,35,13,13,Yes,No,Subscribed,286
113,Paula Herrera,39,Male,rodriguezjohn@example.net,2909656101,South Neil,New Jersey,India,West,2026-05-16,2025-10-07,48,1257,60336,156430.27,1048937,87411,2.6,100.0,54.0,Regular,Silver,Fashion,Debit Card,Facebook,48,1,2,101,194,37,23,21,No,No,Subscribed,287
114,Kelsey Chapman,31,Male,michaeljohnson@example.org,6112545738,South Jennifermouth,Massachusetts,India,North,2025-10-23,2025-10-20,97,4423,429031,1534878.73,2785043,232086,4.3,100.0,37.0,VIP,Platinum,Home,Wallet,Instagram,50,7,17,169,198,18,12,14,No,No,Not Subscribed,274
115,Carlos Williams,47,Male,johnsonmatthew@example.org,3828258673,Fosterborough,New Hampshire,India,West,2025-11-22,2025-09-27,108,3123,337284,1206552.32,1804849,150404,3.3,100.0,47.0,VIP,Platinum,Home,Wallet,Facebook,5,7,4,13,66,35,29,18,Yes,Yes,Not Subscribed,297
116,Brittany Price,32,Female,jamiegoodwin@example.org,8255371478,Matthewsstad,Minnesota,India,Central,2026-04-18,2025-10-14,32,4590,146880,386539.78,1665847,138820,3.1,100.0,49.0,Premium,Gold,Beauty,Net Banking,Mobile App,62,15,14,91,187,22,5,4,Yes,Yes,Subscribed,280
117,Megan Williamson,70,Male,samantha91@example.net,5134125286,Hendersonfort,South Dakota,India,North,2023-12-08,2025-08-13,18,7402,133236,378366.83,535078,44589,4.3,100.0,39.0,Premium,Gold,Books,Cash,Facebook,1,6,16,238,95,3,19,20,No,Yes,Subscribed,342
118,Amanda Ellison,52,Female,angelaburns@example.org,5790507236,Cohenchester,Virginia,India,North,2021-09-19,2026-04-13,68,6416,436288,835197.43,1452458,121038,2.5,100.0,54.5,VIP,Platinum,Home,Cash,Google Ads,89,13,5,59,24,33,4,7,No,No,Not Subscribed,99
119,Mary Burns,23,Female,cunninghamlaura@example.org,0438427978,West Kimberlystad,Ohio,India,West,2024-03-13,2026-06-22,73,2492,181916,686661.2,1197313,99776,3.2,100.0,12.5,Premium,Gold,Books,Wallet,Website,10,1,2,212,97,24,17,15,Yes,Yes,Not Subscribed,29
120,Lynn Williams,45,Female,bpayne@example.org,4074517133,Martinberg,Indiana,India,Central,2026-06-08,2025-10-05,13,7830,101790,261927.44,428475,35706,3.1,77.36,56.0,Regular,Silver,Fashion,Wallet,Website,88,15,8,28,19,17,28,17,No,Yes,Subscribed,289
121,Lisa Trujillo,55,Male,amanda98@example.org,4494812604,Lake Marc,Kansas,India,West,2022-01-20,2026-01-24,39,1830,71370,190293.21,2626894,218907,4.6,100.0,34.0,Regular,Silver,Sports,Credit Card,Website,49,10,12,76,176,5,16,23,Yes,Yes,Not Subscribed,178
122,Kathleen Lowe,56,Female,othomas@example.com,6711684577,Lake Teresastad,California,India,East,2021-10-15,2026-06-07,82,2739,224598,727074.3,2139744,178312,3.7,100.0,15.0,Premium,Gold,Groceries,Cash,Instagram,45,12,13,100,174,37,21,12,Yes,Yes,Subscribed,44
123,Laura Sanders,35,Male,fsummers@example.com,4589297500,Port Ericmouth,Alabama,India,West,2025-08-12,2026-05-29,101,5692,574892,920471.03,1884193,157016,3.3,100.0,23.5,VIP,Platinum,Fashion,Debit Card,Website,13,2,0,162,113,23,24,8,No,No,Not Subscribed,53
124,Victoria Patterson,24,Male,nicoleturner@example.com,5415206436,South Christian,Pennsylvania,India,North,2023-08-10,2026-03-18,71,1262,89602,246585.05,1610759,134229,4.7,100.0,33.0,Regular,Silver,Fashion,Cash,Google Ads,1,9,13,203,199,5,23,17,No,Yes,Subscribed,125
125,Jeremy Frazier,35,Female,smithmatthew@example.org,2713611155,Lake Victoria,Georgia,India,East,2024-05-21,2025-09-08,19,1018,19342,31619.13,1407467,117288,3.6,77.87,45.0,New,Bronze,Electronics,Debit Card,Facebook,61,2,11,133,63,40,15,19,Yes,No,Subscribed,316
126,Casey Elliott,43,Female,scottbowen@example.net,6973112196,East Joshua,Colorado,India,Central,2023-10-03,2026-04-21,103,7563,778989,1602231.17,1653985,137832,3.6,100.0,39.5,VIP,Platinum,Home,Net Banking,Instagram,83,4,9,169,154,12,15,10,No,Yes,Not Subscribed,91
127,John Burke,42,Female,kimberly04@example.org,6403761379,Sarahberg,Missouri,India,West,2023-09-02,2026-06-15,15,5119,76785,132030.28,2538534,211544,2.9,74.36,24.0,Regular,Silver,Sports,Net Banking,Referral,98,0,14,112,112,18,26,22,Yes,No,Subscribed,36
128,Michelle Carroll,34,Male,amy27@example.org,9104300684,Millerside,Ohio,India,West,2026-01-18,2026-06-07,49,1105,54145,128192.27,2757916,229826,3.7,100.0,15.0,Regular,Bronze,Fashion,Credit Card,Email Campaign,51,13,17,23,92,34,19,20,No,Yes,Subscribed,44
129,Christina Ramirez,54,Female,christian32@example.net,6914630316,West Elizabethburgh,Delaware,India,East,2026-02-01,2025-09-22,56,1367,76552,93961.78,1335227,111268,3.1,100.0,49.0,Regular,Silver,Fashion,Wallet,Google Ads,95,7,14,196,100,29,24,21,No,Yes,Not Subscribed,302
130,Alexander Taylor,24,Female,martinstephanie@example.net,2524105648,South Spencerstad,Arkansas,India,West,2022-02-07,2025-12-08,15,7310,109650,399757.37,844228,70352,3.4,85.93,51.0,Regular,Silver,Sports,Wallet,Referral,43,14,6,271,123,22,15,3,No,Yes,Not Subscribed,225
131,Victor Bradley,20,Male,eric19@example.net,3800030756,Walkerbury,Nebraska,India,North,2026-05-21,2025-12-14,44,5808,255552,379326.82,939351,78279,4.8,100.0,32.0,VIP,Platinum,Groceries,Net Banking,Mobile App,94,7,16,94,141,10,10,17,No,Yes,Subscribed,219
132,Ruth Flores,58,Female,duncandavid@example.net,2380617445,West Jamesshire,Maryland,India,West,2021-10-14,2025-10-19,95,5530,525350,1836651.53,2135654,177971,4.0,100.0,40.0,VIP,Platinum,Home,Debit Card,Instagram,49,0,6,110,71,4,18,3,Yes,No,Subscribed,275
133,Jodi Sanchez,34,Female,brittany73@example.net,2060385050,New Tonya,Nebraska,India,Central,2025-03-16,2025-09-21,41,5390,220990,488490.01,1896448,158037,4.0,100.0,40.0,Premium,Gold,Fashion,Credit Card,Referral,44,11,14,93,172,19,29,19,No,Yes,Subscribed,303
134,Travis Brown,37,Male,jenniferdavis@example.org,5719182619,East Kelly,Massachusetts,India,South,2023-09-19,2025-08-24,89,1658,147562,373058.08,2004221,167018,4.0,100.0,40.0,Premium,Gold,Fashion,Debit Card,Google Ads,73,12,13,100,124,40,17,22,No,No,Subscribed,331
135,Sara Long,29,Female,louis43@example.org,2912127756,South Kyle,Kentucky,India,West,2025-02-04,2025-11-11,7,7590,53130,113352.95,290195,24182,3.7,61.63,56.0,Regular,Bronze,Groceries,Net Banking,Referral,24,12,17,263,167,31,13,21,No,No,Subscribed,252
136,Melissa Davis,23,Male,margaret90@example.org,2135680442,North Steven,Florida,India,South,2023-04-06,2025-10-15,5,2751,13755,24547.08,1460771,121730,2.9,41.75,66.0,At Risk,Bronze,Groceries,UPI,Google Ads,58,15,17,266,28,36,3,8,Yes,No,Subscribed,279
137,David Brown,45,Male,davidcolon@example.com,9941013721,Williamsshire,Nevada,India,South,2023-04-17,2025-07-22,112,764,85568,202736.61,1712037,142669,4.7,100.0,33.0,Regular,Silver,Sports,Cash,Referral,11,14,3,126,53,37,22,11,Yes,Yes,Subscribed,364
138,Lorraine Foster,70,Male,reyesronald@example.com,2447209993,Brownview,Missouri,India,North,2024-10-26,2026-06-02,45,4860,218700,422270.56,2509759,209146,2.9,100.0,25.5,Premium,Gold,Groceries,Debit Card,Email Campaign,90,9,9,298,68,32,28,21,No,Yes,Not Subscribed,49
139,Derrick Gonzalez,59,Male,crystalpham@example.org,5787598564,North Paula,Wyoming,India,South,2023-01-09,2025-12-20,19,6327,120213,244928.15,1288319,107359,4.4,100.0,37.0,Premium,Gold,Electronics,Net Banking,Facebook,86,12,15,77,147,40,8,20,Yes,No,Not Subscribed,213
140,Juan Stokes,62,Female,xmoreno@example.net,2133480396,New Louis,West Virginia,India,West,2024-05-11,2026-04-03,42,5267,221214,266879.21,640664,53388,4.3,100.0,37.0,Premium,Gold,Home,Net Banking,Instagram,58,11,2,278,101,13,30,13,No,No,Subscribed,109
141,Heidi Sloan,54,Female,warnermichael@example.net,9378427010,New Timothymouth,South Carolina,India,East,2025-06-13,2026-04-08,98,896,87808,115858.41,2876387,239698,4.5,100.0,35.0,Regular,Silver,Books,Wallet,Mobile App,58,0,3,85,112,29,0,13,No,Yes,Not Subscribed,104
142,James Anderson,23,Female,samantharichard@example.com,0292185156,Marcusburgh,Washington,India,East,2022-01-31,2026-07-20,48,5943,285264,1012653.17,944262,78688,2.6,100.0,4.5,VIP,Platinum,Electronics,Debit Card,Facebook,80,9,7,224,167,5,22,3,Yes,Yes,Not Subscribed,1
143,Stacy Conner,18,Male,lbanks@example.net,3926442209,New Lucas,South Carolina,India,East,2026-03-16,2026-05-11,16,7547,120752,277490.06,804382,67031,3.7,93.15,32.5,Premium,Gold,Groceries,Net Banking,Email Campaign,29,12,2,57,26,20,11,9,Yes,Yes,Subscribed,71
144,Jeffrey Cunningham,51,Male,vtaylor@example.org,5521570433,Lake Aaronfurt,New Hampshire,India,Central,2025-04-08,2026-05-10,22,4105,90310,190832.98,1143619,95301,4.1,100.0,25.0,Regular,Silver,Books,Credit Card,Google Ads,19,13,19,231,55,5,28,3,No,No,Not Subscribed,72
145,Jessica Costa,38,Male,ysnyder@example.com,1793271040,West Georgefurt,Hawaii,India,South,2023-03-06,2026-04-15,83,1190,98770,182253.79,2770772,230897,4.0,100.0,38.5,Regular,Silver,Home,Wallet,Facebook,77,9,0,159,52,33,19,16,Yes,Yes,Not Subscribed,97
146,Jessica Payne,42,Male,morgantricia@example.com,6296201533,Donnaport,Kansas,India,South,2024-06-04,2026-04-23,82,5365,439930,609140.81,300612,25051,5.0,100.0,24.5,VIP,Platinum,Electronics,Net Banking,Email Campaign,40,4,12,296,107,23,17,21,Yes,Yes,Subscribed,89
147,Cody Long,34,Male,xhernandez@example.org,1497310324,Kristenfort,New York,India,North,2021-12-17,2025-09-08,102,3760,383520,965391.78,2886416,240534,4.3,100.0,37.0,VIP,Platinum,Electronics,Debit Card,Instagram,98,13,13,210,21,40,17,17,No,Yes,Subscribed,316
148,Patricia Baker,69,Male,ylopez@example.com,7047743490,Lindseychester,Wisconsin,India,Central,2023-06-16,2026-05-22,51,5304,270504,770710.54,2975624,247968,4.2,100.0,18.0,VIP,Platinum,Beauty,Net Banking,Google Ads,8,9,13,127,14,15,2,13,Yes,No,Subscribed,60
149,Brittany Spencer,25,Male,acardenas@example.net,9374160898,Port Shaneburgh,Indiana,India,South,2025-07-22,2026-07-05,2,1842,3684,9175.64,1704186,142015,3.8,42.74,18.0,At Risk,Bronze,Sports,UPI,Email Campaign,100,8,5,195,32,17,23,3,No,Yes,Not Subscribed,16
150,Lindsey Martinez,63,Male,rmiller@example.com,2945116868,Starktown,Vermont,India,West,2024-03-05,2025-11-02,66,3450,227700,306061.06,2627692,218974,2.9,100.0,51.0,Premium,Gold,Groceries,Credit Card,Website,20,8,3,298,172,7,7,23,Yes,Yes,Subscribed,261
151,Cindy Mills,48,Female,jrodriguez@example.org,1914856467,East Joshuaberg,South Carolina,India,West,2022-06-19,2025-11-05,23,7524,173052,223573.72,2008962,167413,3.1,100.0,49.0,Premium,Gold,Fashion,Wallet,Website,31,13,10,143,19,36,11,3,Yes,Yes,Not Subscribed,258
152,Charlotte Steele,22,Female,fosternatasha@example.net,0745054447,Terrimouth,Wyoming,India,East,2025-12-17,2026-03-18,109,3045,331905,680731.31,2569833,214152,3.6,100.0,44.0,VIP,Platinum,Beauty,Net Banking,Instagram,47,6,9,293,200,19,23,19,No,Yes,Subscribed,125
153,Margaret Adams,27,Male,fjacobs@example.org,3678508214,East Jamesborough,Arkansas,India,West,2021-10-03,2025-11-11,30,4936,148080,311071.9,290243,24186,4.9,100.0,31.0,Premium,Gold,Books,Credit Card,Mobile App,0,12,9,58,52,33,7,13,No,Yes,Subscribed,252
154,John Bryant,32,Female,janet45@example.com,1035797279,Port Patricia,West Virginia,India,East,2024-03-11,2026-03-21,96,1195,114720,310891.62,2369917,197493,2.8,100.0,52.0,Regular,Silver,Groceries,UPI,Instagram,50,2,18,295,15,27,21,4,No,No,Not Subscribed,122
155,Mariah Davis,38,Female,hughesfrank@example.net,3334680072,West Charlene,Maryland,India,East,2022-12-07,2026-01-18,10,2160,21600,33564.04,2702443,225203,2.8,52.32,62.0,New,Bronze,Home,Debit Card,Facebook,13,5,14,243,80,26,3,17,No,No,Subscribed,184
156,Jennifer Fletcher,23,Male,rodney65@example.com,3748969108,Kennethville,New Mexico,India,East,2026-04-04,2025-08-08,91,6208,564928,1564052.01,1151862,95988,4.6,100.0,34.0,VIP,Platinum,Groceries,UPI,Instagram,41,4,2,132,91,25,16,1,Yes,Yes,Not Subscribed,347
157,Caleb Mcneil,46,Male,michelle44@example.org,8309652074,Doyleshire,Virginia,India,North,2024-03-19,2025-08-24,14,7085,99190,323746.77,759411,63284,2.5,72.84,61.0,Regular,Silver,Beauty,Credit Card,Google Ads,99,7,4,106,102,23,21,20,No,Yes,Subscribed,331
158,Wanda Cabrera,22,Male,jessica38@example.net,5842824172,Destinybury,Minnesota,India,West,2026-02-28,2026-01-06,17,1253,21301,75686.77,1640621,136718,2.8,66.26,55.0,New,Bronze,Fashion,Wallet,Facebook,59,1,5,298,110,25,15,0,No,Yes,Subscribed,196
159,Jeffrey Savage,35,Female,vfrench@example.com,9471709991,Port Erinhaven,Maryland,India,West,2022-06-16,2026-05-11,5,5530,27650,77692.6,1280896,106741,4.1,56.53,39.5,New,Bronze,Books,Net Banking,Mobile App,63,13,17,250,15,5,8,12,Yes,Yes,Not Subscribed,71
160,Robert Pitts,68,Female,derrickgonzalez@example.com,2521752500,New Kathy,New York,India,West,2024-09-04,2026-02-27,101,4470,451470,945598.82,2622512,218542,3.8,100.0,42.0,VIP,Platinum,Sports,Credit Card,Email Campaign,49,8,5,18,81,38,7,0,No,Yes,Subscribed,144
161,Kristen Chan,24,Male,christinaschultz@example.com,7600835058,East Heather,Minnesota,India,South,2023-02-12,2025-07-28,69,7187,495903,1615263.56,484497,40374,4.4,100.0,36.0,VIP,Platinum,Electronics,UPI,Google Ads,28,12,11,93,45,15,18,10,No,Yes,Subscribed,358
162,Larry Garcia,69,Female,gary04@example.com,8985625753,East Jessica,Florida,India,Central,2023-05-10,2026-04-08,23,4517,103891,134923.84,485585,40465,3.1,97.78,49.0,Regular,Silver,Books,Debit Card,Instagram,28,0,16,249,0,21,29,19,Yes,No,Subscribed,104
163,Jason Johnson,19,Male,daviddawson@example.org,4890901001,New Johnnyberg,Indiana,India,Central,2025-07-29,2026-05-01,118,1660,195880,629431.57,2457440,204786,4.7,100.0,23.5,Premium,Gold,Groceries,Wallet,Facebook,9,11,12,56,86,19,10,4,No,No,Subscribed,81
164,Heather Mccoy,63,Female,robert18@example.com,6189141173,West Jade,Maine,India,South,2025-05-10,2025-10-03,76,7172,545072,902592.49,1536909,128075,4.3,100.0,37.0,VIP,Platinum,Beauty,Credit Card,Mobile App,37,4,5,5,179,36,12,24,No,Yes,Subscribed,291
165,Ethan Kelley,49,Male,haleycastillo@example.org,0119721811,Josephton,Connecticut,India,East,2025-10-20,2026-06-16,10,2449,24490,51470.79,1590158,132513,2.9,53.9,28.5,New,Bronze,Groceries,UPI,Instagram,11,10,14,10,67,13,7,22,Yes,Yes,Subscribed,35
166,Lisa Sawyer,42,Female,michael56@example.net,1002255794,North Richard,New Jersey,India,West,2022-07-22,2026-06-13,114,3891,443574,1100956.52,1838435,153202,3.4,100.0,15.0,VIP,Platinum,Electronics,Credit Card,Instagram,48,3,15,300,166,14,5,14,No,No,Subscribed,38
167,Joseph Cruz,22,Female,pmarsh@example.org,2021697972,Port Gabrielleberg,New Mexico,India,South,2023-09-23,2026-05-01,21,6496,136416,190301.18,640509,53375,3.3,100.0,37.5,Premium,Gold,Home,Credit Card,Website,78,15,0,225,167,10,19,13,Yes,Yes,Not Subscribed,81
168,Samantha Rodriguez,62,Female,ealexander@example.com,0899358891,Elizabethfurt,Georgia,India,East,2023-04-17,2025-08-16,31,1285,39835,52942.79,2648176,220681,3.9,100.0,41.0,New,Bronze,Sports,Wallet,Google Ads,62,4,1,189,0,27,2,9,Yes,Yes,Subscribed,339
169,Mary Grant,31,Male,smithsarah@example.net,7217535408,Montoyaland,New Jersey,India,East,2022-01-30,2026-01-12,61,7412,452132,678344.13,1917098,159758,3.7,100.0,43.0,VIP,Platinum,Electronics,Debit Card,Facebook,84,8,2,283,99,11,11,12,No,No,Not Subscribed,190
170,Sean Berry,34,Male,gatessergio@example.org,0166088019,Lake Emily,Michigan,India,East,2024-10-14,2025-10-26,8,1738,13904,43878.4,655600,54633,2.7,45.78,65.0,At Risk,Bronze,Books,Net Banking,Google Ads,44,13,18,121,141,3,26,12,No,Yes,Not Subscribed,268
171,Michael Brown,37,Male,meganrivera@example.net,5711305548,East Travischester,Connecticut,India,West,2026-05-30,2026-04-13,92,784,72128,180714.09,2417689,201474,4.5,100.0,34.5,Regular,Silver,Sports,Debit Card,Website,86,4,3,234,44,10,6,25,Yes,No,Subscribed,99
172,Jonathan Gonzalez,70,Male,conradphilip@example.com,5160917798,New Savannahshire,New Mexico,India,Central,2023-01-26,2025-07-27,41,7961,326401,1008731.79,531068,44255,2.7,100.0,53.0,VIP,Platinum,Beauty,Cash,Google Ads,71,12,17,171,70,33,14,0,No,Yes,Not Subscribed,359
173,Sandra Norman,27,Male,heatherthompson@example.org,6995866934,Ballardberg,Nebraska,India,Central,2024-12-02,2025-08-19,75,6712,503400,1866890.28,670286,55857,4.8,100.0,32.0,VIP,Platinum,Beauty,Net Banking,Google Ads,72,3,9,279,88,26,8,12,No,Yes,Subscribed,336
